post_id,post_text
369,#ride05102024 Palo Alto to San Francisco | 8AM | 12 dollars | 1 seat 🚗
370,#drive10262025 Berkeley ➜ San Francisco $40 leaving 5:10 PM
371,"#ride12212024 Sunnyvale ➜ Fremont | 6:45 AM |  | 1 seat
comment below"
372,#ride04272025 Need a ride Oakland-San Francisco. Budget $35
373,#ride12212024  #ride12242024  RIDE!!  Fremont  to  Palo  Alto  6:45  PM  $18
374,#drive03232025 Sacramento to Berkeley | 9:50 PM | $12 | 1 seat
375,#ride07082025 Berkeley-Davis $30 leaving 9PM
376,#drive03142024 from Berkeley to Palo Alto 15 dollars leaving 11:50 AM
377,#drive09132025 Berkeley-Palo Alto 22 dollars leaving 5PM thx
378,#ride01192024 Berkeley ➜ Davis $20-28 leaving 1PM !!
379,#ride01302025 Palo Alto ➜ Fremont | 5PM | $18 | 1 seat 🚗
380,#drive04142025 from Davis to San Francisco $20 leaving 6PM pls
381,#ride10282025 from San Francisco to Fremont $40 leaving 9PM
382,#ride08022025 Davis -> Sunnyvale 25 dollars leaving 11:30 AM pls
383,"#ride08292025 Need a ride Davis to San Jose. Budget 20 dollars
anyone?"
384,#ride11142025 Need a ride Sunnyvale to Palo Alto. Budget $15-20
385,#drive04292024 Palo Alto-Oakland | 8:30 PM | $25-35 | 1 seat 😊
386,#drive01202025 Sacramento ➜ Berkeley | 11:30 AM | $12-17 | 1 seat
387,#ride09152025 RIDE!! Sunnyvale to Davis 10:20 PM $10
388,#ride04222025 RIDE!! Palo Alto-Davis 5PM $12
389,#drive12052025 Fremont -> Berkeley | 10:20 PM | $25 | 1 seat 😊
390,#drive09102024 Need a drive San Jose to Sacramento. Budget $15
391,#drive07282025 DRIVE!! San Francisco-San Jose 6AM $40-45
392,#ride03252025 #ride03262025 Need a ride Sacramento ➜ Berkeley. Budget 😊
393,#ride02232025 Need a ride from Fremont to Davis. Budget $20
394,#ride01172024 from Oakland to Sac $25 leaving 8:50 PM 😊
395,#ride08232025 San Jose ➜ Sacramento $30-38 leaving 3PM
396,#drive05152024 #drive05182024 San Francisco ➜ Berkeley | 4PM | $15-23 | 1 seat
397,#drive07162025  DRIVE!!  San  Jose  to  Davis  3:50  PM
398,#ride10262025 San Francisco ➜ San Jose $30 leaving 8:15 AM
399,#ride08252024 RIDE!! Oakland ➜ Berkeley 3:50 PM $10
400,#ride10232024 from Sunnyvale to Palo Alto $25 leaving 9:20 AM
401,#ride06252024 RIDE!! Berkeley ➜ Sunnyvale 9:40 PM
402,#drive08102025 Need a drive Davis ➜ Fremont. Budget $22-32 🚗
403,#ride03192024 RIDE!! San Francisco -> Sacramento 8PM $25 thx
404,"#ride01282025  Berkeley  to  San  Jose  $12  leaving  2PM
pm  me"
405,"#ride12192025 RIDE!! Palo Alto -> San Jose 1PM $81 !!
comment below"
406,#ride01192024  Need  a  ride  Fremont-Berkeley.  Budget  $30
407,from Berkeley to Davis $20-30 leaving 7:10 AM
408,#ride11302025 Sac-San Francisco | 8:10 AM | $22 | 1 seat
409,#ride09182025 San Francisco -> Berkeley $30 leaving 5PM 🚗
410,Sacramento-Palo Alto  leaving 4:45 PM
411,"#ride06302024  Need  a  ride  Palo  Alto  to  Oakland.  Budget  22  dollars  pls
flexible  time"
412,#drive11272024 Palo Alto-San Francisco | 8:15 PM |  | 1 seat pls
413,#drive03292025 Sacramento-SJ | 2:00 PM | $40 | 1 seat
414,Need a drive Davis -> Palo Alto. Budget
415,#ride11302025 Sacramento-Palo Alto | 6:10 PM | $30 | 1 seat !!
416,#ride12182025 Palo Alto ➜ Sunnyvale $35 leaving 12PM
417,#ride02172024  Pal  oAlto  ->  Oakland  |  8AM  |  $30  |  1  seat
418,#ride12252024 from San Jose to Sacramento  leaving 4PM
419,#ride07022024  Davis  ➜  Oakland  $20  leaving  9:40  PM
420,#drive03042024 Davis to San Jose | 2PM | $20 | 1 seat
421,#drive09282025  #drive10052025  San  Francisco  to  Sacramento  |  6AM  |  15  dollars  |  1  seat  !!
422,"#ride10072024 Fremont to Davis | 1PM | $20-28 | 1 seat
anyone?"
423,#drive09122024 #drive09132024 DRIVE!! Davis ➜ San Francisco 5:45 PM $30-38
424,"#drive01122025 #drive01132025 DRIVE!! Berkele y-> Sacramento 10AM $22 😊
flexible time"
425,#ride07262024 San Francisco-Berkeley $25 leaving 11AM 🚗
426,#drive05312025 Need a drive Palo Alto to Davis. Budget $25
427,"#drive11252024 from Sacramento to SF | 1:45 PM | $30 | 1 seat
anyone?"
428,"#drive01272025 from Sunnyvale to San Francisco $25 leaving 4PM
anyone?"
429,#ride01092024 #ride01122024 San Jose to San Francisco $30 leaving 5PM
430,#drive02062025 DRIVE!! Davis to San Jose 8PM $20
431,#drive05052025 from Sacramento to Fremont | 10PM | $40-45 | 1 seat
432,#ride08112025 from Sunnyvale to Fremont $25 leaving 6:20 PM
433,#drive08062024 #drive08072024 Berkeley -> Palo Alto | 5:10 PM | $35 | 1 seat
434,#ride12172025 Fremont -> San Francisco | 5PM |  | 1 seat
435,#drive02052025  Need  a  drive  Sunnyvale  ->  Palo  Alto.  Budget  $40
436,#drive03042025  Need  a  drive  from  San  Jose  to  Oakland.  Budget  $25  🚗
437,#drive11302025 Need a drive Sunnyvale -> San Francisco. Budget $30
438,DRIVE!! from Davis to Sacramento 4:50 PM $10
439,#drive07192024 #drive07202024 Need a driv eBerkeley to San Jose. Budget $10-15
440,#ride02182025 RIDE!! Berkeley ➜ Fremont 4:00 PM $25 anyone?
441,#drive11142025 Sunnyvale -> Fremont | 8AM | 40 dollars | 1 seat
442,#drive08272025 Need a drive Fremont-Sunnyvale. Budget
443,DRIVE!! San Jose ➜ San Francisco 7:50 AM 😊
444,"#ride01102024 #ride01122024 San Francisco ➜ Oakland $10 leaving 11:40 AM
pm me"
445,from Sunnyvale to Fremont | 10AM | $40-48 | 1 seat !!
446,#drive07282024 Need a drive Fremont -> Palo Alto. Budget $15
447,#drive05222025 Fremont -> Davis $10 leaving 6:00 PM
448,"#ride11192025 Fremont -> San Francisco  leaving 4PM
comment below"
449,"from  Sunnyvale  to  Oakland  |  6:00  AM  |    |  1  seat  pls
anyone?"
450,#drive11092024 Need a drive from Oakland to Berkeley. Budge t$15-20 thx
451,#drive05132025 DRIVE!! Davis ➜ Sacramento 2:30 PM $30 thx
452,#drive03142024 Sunnyvale to San Jose | 3:40 PM | $25 | 1 seat
453,#ride10112025 Fremont -> Sunnyvale | 7AM | $22 | 1 seat thx
454,Need a ride from SanF rancisco to Oakland. Budget $15
455,#ride02062025 Davis -> Palo Alto leaving 4PM
456,#ride01172025 Berkeley -> Fremont | 7:00 AM | $40 | 1 seat thx
457,#ride03022025  Berkeley  ->  Oakland  |  9:00  PM  |  40  dollars  |  1  seat
458,#drive11242025 #drive12012025 Oakland ➜ Fremont | 6AM | $20 | 1 seat thx
459,#drive08082024 DRIVE!! Palo Alto to Fremont 4:40 PM
460,#drive09062024 SF to Davis | 6PM | $35-40 | 1 seat
461,#ride02282024 Need a ride from Sunnyvale to San Francisco. Budget $30
462,#drive06062025 Berkeley ➜ Oakland | 6:30 AM |  | 1 seat
463,#ride03102024 RIDE!! San Francisco to Berkeley 7PM
464,Need a drive SF ➜ Sacramento. Budget $40-45
465,#ride01272024 Fremont-Oakland  leaving 7:20 AM
466,#drive07182025 Oakland -> Davis $18 leaving 7:45 PM
467,#ride04052024 RIDE!! Palo Alto to Berkeley 2PM $30 😊
468,Need a drive Davis to Sunnyvale. Budget $30
469,#drive08212024  Need  a  drive  Sunnyvale-Fremont.  Budget  $22
470,#drive09082025 Need a drive Sunnyvale to San Francisco. Budget
471,#drive05142025 Need a drive Fremont -> Oakland. Budget $10
472,"#drive05152025 San Francisco -> Davis $12-22 leaving 1PM
pmm e"
473,"#drive03052024 #drive03072024 DRIVE!! Oakland -> Sacramento 7:40 PM $18 pls
flexible time"
474,"#ride01272024 Oakland ➜ Fremont $30 leaving8 PM
flexible time"
475,Oakland-San Jose $15 leaving 9:15 AM
476,"#drive06212024 from Palo Alto to Oakland $25 leaving 2:50 PM 🚗
pm me"
477,#drive03122024 from Fremont to Sunnyvale | 10PM | $35 | 1 seat
478,"#drive05172024 San Jose -> Davis | 9:15 AM | 30 dollars | 1 seat
comment below"
479,#ride10032024 Need a ride Berkeley-Fremont. Budget $15
480,#ride08052025 Sunnyvale -> Palo Alto $40-45 leaving 7:30 PM
481,#drive04192024 Need a drive from Sacramento to Palo Alto. Budget $15 😊
482,#ride12302025 Need a ride aOkland -> Fremont. Budget 25 dollars
483,#drive08112025 Need a drive from Berkeley to Sunnyvale. Budget
484,#drive06132024 #drive06162024 Fremont ➜ Sunnyvale $20-25 leaving 6PM
485,#drive08282025 #drive08312025 DRIVE!! Sunnyvale -> Oakland 7PM $25-30 thx
486,#drive05252025 Need a drive Palo Alto -> Sacramento. Budget $40
487,#drive01072024 DRIVE!! Oakland to Fremont 10:50 PM $20 !!
488,#ride08202025  Need  a  ride  San  Francisco-Davis.  Budget  $10
489,#ride03272024 Sunnyvale -> Davis | 9AM | $22 | 1 seat
490,"#ride08212025 Need a ride Berkeley-Sunnyvale. Budget $40-50 😊
flexible time"
491,#ride11302024 Need a ride Oakland -> Palo Alto. Budget 12 dollars pls
492,"#ride09152024 eNed a ride San Francisco ➜ San Jose. Budget $35
anyone?"
493,#drive08142025 DRIVE!! Sacramento -> Davis 3PM 22 dollars
494,#drive12012024 DRIVE!! San Francisco-Davis 12PM $30
495,#drive05182024 Sacramento -> Davis $12 leaving 5PM
496,#ride05062024 from San Francisco to Oakland | 2:50 PM | $10 | 1 seat thx
497,#ride05142024 Sac -> Sunnyvale | 1:50 PM  |$20 | 1 seat
498,#ride04122025  Sunnyvale  to  Palo  Alto  $22  leaving  10AM
499,Need  a  ride  aDvis-Oakland.  Budget  $12
500,#drive09212025  Sacramento  ➜  Berkeley  |  6:45  AM  |  $10  |  1  seat
