post_id,post_text
1425,#drive03152024 Sunnyvale to Sacramento  leaving 2:00 PM
1426,#ride02122025 Sacramento ➜ Berkeley | 8:10 AM | $10 | 1 seat
1427,#ride03222025 #ride03242025 Need a ride Sacramento -> Sunnyvale. Budget 10 dollars
1428,#drive07262024 Need a drive Berkeley -> Sunnyvale. Budget $81 thx
1429,#ride12122025 Sunnyvale-Davis | 7:15 PM | $35 | 1 seat
1430,#ride10282024 SJ ➜ Oakland | 1PM | $12-17 | 1 seat
1431,#ride10072025 #ride10102025 from Fremont to SJ | 5PM |  | 1 seat
1432,#rid0e1182024 Need a ride Oakland-San Jose. Budget $22
1433,"#ride01022025  RIDE!!  Berkeley  ➜  Oakland  12:10  PM  $20
pm  me"
1434,#ride10182024 Sunnyvale-San Francisco $15 leaving 3:45 PM
1435,#drive08302025  Oakland-Fremont  |  7AM  |  $30-38  |  1  seat
1436,#ride05082025 Need a ride Oakland-Davis. Budget $18
1437,#ride11122024 #ride11132024 RIDE!! Fremont-Berkeley 6AM $20 pls
1438,#drive09122025 Sunnyvale to Sacramento $35-45 leaving 8PM thx
1439,#drive08042024 from Oakland to San Jose | 10PM | $15 | 1 seat 😊
1440,#drive04282025 Sunnyvale to Sacramento $15 leaving 9AM !!
1441,#drive12082024 DRIVE!! Sunnyvale to Fremont 11AM $22-30 !!
1442,#ride12082024 Berkeley to San Jose | 7:20 AM | $18 | 1 seat !!
1443,#drive08092024 Fremont-San Francisco $30 leaving 6:00 PM
1444,#drive05302024 Oakland ➜ San Francisco | 7:30 AM |  | 1 seat
1445,#ried02192025 RIDE!! San Jose ➜ Sunnyvale 12PM
1446,#drive08192024 DRIVE!! from Sunnyvale to aOkland 11AM $35 thx
1447,#ride10092024  RIDE!!  Davis-Sacramento  5:20  PM  $20
1448,#ride05062024 #ride05072024 RIDE!! Fremont to Palo Alto 7:30 PM 18 dollars
1449,"#drive12072024 DRIVE!! Davis to Fremont 11AM 35 dollars
flexible time"
1450,#ride09202025 San Jose-SF | 8AM | $20 | 1 seat
1451,#ride05232025 Fremont to Davis $35 leaving 7:50 PM
1452,#ride04132025 RIDE!! San Francisco to Sunnyvale 7:30 AM pls
1453,#ride01032025 Palo Alto -> San Jose | 11AM | $35 | 1 seat
1454,#ride06032024 San Francisco to Sacramento | 8:40 AM | $12-20 | 1 seat
1455,#drive07152025 Sacramento ➜ Palo Alto | 10PM | $35-43 | 1 seat flexible time
1456,#drive02052025  #drive02072025  DRIVE!!  Berkeley  to  Oakland  2PM  $20
1457,"#drive12152025 Need a drive Berkeley ➜ Fremont. Budget $15 pls
flexible time"
1458,#ride12202024 #ride12222024 RIDE!! from Sac to Oakland 5:20 PM $30
1459,#drive06302025 #drive07012025 Fremont-Sunnyvale | 6PM | 22 dollars | 1 seat
1460,#ride06172025 Need a ride from SJ to San Jose. Budget
1461,#ride01162025 Need a ride San Jose to San Francisco. Budget $12
1462,#ride08012024  Sunnyvale  to  San  Jose  $22  leaving  10:50  AM
1463,#drive01112024 San Jose to Sacramento | 6PM | $25 | 1 seat
1464,#ride10192024 #ride10262024 Sunnyvale to Oakland | 10AM | $25 | 1 seat 😊
1465,#drive04192024 Need a drive Berkeley-Sunnyvale. Budget $10
1466,#rid0e3202024 Davis -> Berkeley $12 leaving 7:15 PM
1467,#drive04212025 Need a drive Sac-San Francisco. Budget $20 🚗
1468,#drive06292025  from  Palo  Alto  to  Oakland  $12  leaving  11:20  AM  !!
1469,#ride10072025 RIDE!! Berkeley to SF 5:00 PM
1470,#drive02202025 #drive02222025 SJ -> San Jose $40 leaving 2:15 PM
1471,#driev05092024 DRIVE!! from Berkeley to Sacramento 2PM $12-22
1472,#drive06032024 Need a drive Sunnyvale-Davis. Budget $35-40
1473,#ride10022025 Palo Alto -> Sacramento | 6:00 AM | $18 | 1 seat
1474,#drive06082024 Berkeley ➜ Sacramento | 8AM | $35 | 1 seat
1475,#ride01142024 Need a ride Oakland -> Sunnyvale. Budget $25-35
1476,DRIVE!! Sac ➜ Sunnyvale 10PM $20
1477,#drive12202024 from Palo Alto to Sac $35 leaving 11:15 AM
1478,#ride07142024 RIDE!! from Berkeley to San Francisco 7:10 AM $40-48 !!
1479,#ride12302024 Need a ride Davis ➜ Fremont. Budget $20
1480,#ride04222024 Need a ride Sunnyvale to San Francisco. Budget $15 !!
1481,"#ride06082024 #ride06112024 RIDE!! Fremont ➜ Palo Alto 1:50 PM $25-30 thx
comment below"
1482,#drive10192024  Need  a  drive  Sunnyvale  ➜  Berkeley.  Budget  $15
1483,#ride01212025 Sunnyvale ➜ Palo Alto  leaving 5:10 PM thx
1484,#rdie05212024 RIDE!! SF-Davis 8PM $12-20 thx
1485,#ride11162024 Need a ride Palo Alto-Sunnyvale. Budget $25 pls
1486,#drive05012025 Berkeley ➜ Fremont | 11AM | $15 | 1 seat
1487,#drive03022024 Davis -> Palo Alto $20 leaving 3PM
1488,#ride01302024 Need a ride from San Francisco to Sunnyvale. Budget 20 dollars thx
1489,#ride08272024 RIDE!! Davis -> Berkeley 11:30 AM
1490,#drive09302025  Palo  Alto-San  Francisco  $12  leaving  6AM
1491,#ride03032024 Sacramento to Fremont | 12:20 PM | $18 | 1 seat
1492,#drive05212025 #drive05222025 Sacramento -> Fremont $22 leaving 8:40 AM
1493,"#drive07262024 Fremont ➜ San Jose 35 dollars leaving 7:10 PM
comment below"
1494,#drive09092024 Need a drive from Fremont to SF. Budget
1495,"#ride09272025  Nee  da  ride  Davis  ->  Fremont.  Budget  $35
anyone?"
1496,#drive03162025 #drive30192025 SJ to Palo Alto $30 leaving 2PM 😊
1497,#drive06262025 DRIVE!! Sunnyvale -> Sacramento 8:20 AM $12-22
1498,#drive03082025 #drive03112025 Berkeley -> Oakland $20 leaving 8MA 🚗
1499,#ride08082024  Oakland  ->  San  Francisco  35  dollars  leaving  10:20  AM
1500,#drive02222025 Davis to San Jose | 11:20 AM | $22 |1  seat pls
1501,Palo Alto to Oakland $35 leaving 5:50 PM
1502,#ride10012025 from Berkeleyt o SF | 7PM |  | 1 seat thx
1503,#ride07112024 RIDE!! Oakland to Sunnyvale 6PM $10
1504,#ride10052024 from Fremont to Davis  leaving 9PM thx
1505,#drive10082024 Berkeley ➜ Davis $10-20 leaving 8:40 AM
1506,#drive10112025 Davis to Fremont | 6:50 PM | 35 dollars | 1 seat
1507,#drive01262025 Davis to Oakland | 10:10 PM |  | 1 seat
1508,#rdive06052025 San Francisco-San Jose | 3PM | 40 dollars | 1 seat pls
1509,#drive05012025 #drive05042025 from Sac to Fremont | 1:30 PM |  | 1 seat
1510,#ride09142024 #ride09162024 Need a ride San Jose ➜ Fremont. Budget 18 dollars
1511,#drive02172024 DRIVE!! Davis -> San Jose 10AM
1512,#ride07262025 San Francisoc ➜ San Jose | 12PM | $15 | 1 seat !!
1513,#ride06152024 Need a ride Sunnyvale toS F. Budget $25
1514,"#drive11292024 from Davis to Oakland $35 leaving 4PM
pm me"
1515,"#drive12152025 Sacramento to Berkeley | 4:40 PM | $40 | 1 seat thx
comment below"
1516,#drive07032025 #drive07042052 from Palo Alto to Fremont leaving 11:30 AM
1517,#ride10212025 Sacramento-Palo Alto 12 dollars leaving 7PM
1518,#drive10242025  DRIVE!!  Sacramento-Davis  7AM  $22
1519,#ride11032025 Fremont ➜ Oakland $22 leaving 10:00 PM
1520,#ride03152024  San  Jose  ➜  San  Francisco  |  9:15  AM  |  40  dollars  |  1  seat
1521,#drive03302024 Need a drive from Fremont to Sacramento. Budget thx
1522,RIDE!!  Berkeley  to  Davis  10:40  PM  $18
1523,#ride06162024 #ride06192024 Need a ride from Davis to San Jose. Budget $30
1524,#drive09122025 from Berkeley to Oakland | 4:00 PM | $20 | 1 seat
1525,#ride02092025 RIDE!! Sacarmento ➜ San Jose 2PM $10
1526,#ride02012024 RIDE!! from Berkeley to Palo Alto 6:00 AM $18
1527,#drive02272024 DRIVE!! from Sac to SJ 11AM $30-38
1528,"#ride12252024 #ride01012025 Fremont to San Jose | 8PM | $30-38 | 1 seat
comment below"
1529,#ride04012024 from Berkeley to Sacramento $40 leaving 11AM 🚗
1530,#ride11052024 #ride11062024 San Jose-Davis $35 leaving 12:10 PM
1531,#ride10202024 #ride10272024 Sa nFrancisco -> Berkeley | 8AM |  | 1 seat
1532,#drive01122025 San Jose-SF $20 leaving 12:15 PM
1533,#ride08272025 Need a ride Berkeley to Davis. Budget $12
1534,#ride06152024  from  SF  to  Fremont  |  7AM  |  $15  |  1  seat
1535,#ride12082025 Oakland -> Fremont | 11:10 AM | $18 | 1 seat
1536,#ride01022024 RIDE!! Palo Alto -> Sunnyvale 11AM $35-45
1537,#drive03042025 from Fremont to Sunnyvale | 11:10 AM | $18 | 1 seat
1538,#ride07282024  RIDE!!  Davis  ➜  Palo  Alto  3:50  PM  $30-40  pls
1539,Need a drive Sacramento -> Oakland. Budget 12 dollars
1540,#ride04162025  Need  a  ride  San  Francisco  ➜  Palo  Alto.  Budget  $35
1541,#ride02082025  from  Oakland  to  Sunnyvale  |  4:10  PM  |  $12  |  1  seat
1542,#ride08222025 #ride08292025 Need a ride Sacramento-Sac. Budget $22 thx
1543,#ride11182024 RIDE!! Sacramento-Berkeley 6PM $20 thx
1544,#drive06212024 from Davis to Sunnyvale | 7PM | $40 | 1 seat pm me
1545,#ride06182025  RIDE!!  from  Palo  Alto  to  Berkeley  6:00  AM  40  dollars
1546,"#drive08242024  Sunnyvale  ➜  Palo  Alto  $10-18  leaving  9:40  PM
flexible  time"
1547,#ride03062025 #ride03092025 Fremont -> Sac $22 leaving 6PM
1548,#ride05082025  Sunnyvale-San  Jose  $12  leaving  6:00  AM
1549,Berkeley-Sacramento | 9PM | $12 | 1 seat
1550,#ried03152025 Need a ride from Oakland to Fremont. Budget thx
1551,#ride04082025 RIDE!! Sunnyvale to Berkeley 6AM $10
1552,#drive07052024 DRIVE!! Sunnyvale-Berkeley 6:50 AM $30
1553,#ride10042025 from Fremont to San Francisco $10 leaving 9PM
1554,#ride02272024 San Francisco ➜ Sacramento $12 leaving 7AM
1555,#drive12232025 Fremont ➜ Palo Alto | 6PM | $18 | 1 seat
1556,Berkeley -> Oakland $22-27 leaving 7AM
1557,#ride11202024 Need a ride San Francisco ➜ Sacramento. Budget 🚗
1558,#ride01062024 Need a ride Sunnyvale-San Francisco. Budget $12-20
1559,#ride08072024 from Sunnyvale to San Jose | 6:30 AM | $20 | 1 seat 😊
1560,#drive03162025 Need a drive San Jose-Berkelye. Budget 30 dollars
1561,#ride08132024 Need a ride Sunnyvale-Fremont. Budget $12
1562,#ride02292024 RIDE!! San Francisco ➜ Oakland 8:15 AM $30
1563,#drive10252025 Need a drive San Jose ➜ San Francisco. Budget
1564,#ride06162025 Davis-Berkeley $30 leaving 12:20 PM
1565,#drive01092024 DRIVE!! Berkeley -> Sacramento 9AM $40 pls
1566,#drive12182025 San Francisco to Sacramento | 7AM | $40 | 1 seat
1567,#ride07280225 San Jose-San Francisco | 7PM | $20 | 1 seat
1568,#ride02072025 Need a ride from San Jose to Palo Alto. Budget $25-33 !!
1569,#ride10262024 Fremon tto San Francisco $12 leaving 7AM
1570,#ride09212025 #ride09282025 Fremont-Oakland $12-22 leaving 6:40 AM !!
1571,#ride12122024 Need a ride Oakland to Berkeley. Budget $18
1572,#ride01132024  RIDE!!  Davis  to  Fremont  3PM  $40-45
1573,#ride03152025  San  Francisco-Berkeley  |  1PM  |  $18  |  1  seat
1574,#ride07212024 RIDE!! Palo Alto-Oakland 12:40 PM 10 dollars
1575,#ride01252025 Sacramento -> Sunnyvale $40 leaving 9:30 PM
1576,from Davis to San Francisco | 10AM | $18 | 1 seat
1577,#ride08012025 Need a ride from Sunnyvale to Sacramento. Budget $35
1578,#drive11112024 Need a drive Fremont ➜ Sacramento. Budget $12
1579,#ride04142025 RIDE!! Sacramento -> Sunnyvale 6:30 PM $12
1580,"#drive10292025 DRIVE!! Davis to Palo Alto 11AM $22
anyone?"
1581,#ride06142024  Need  a  ride  San  Jose  ->  Davis.  Budget  $20  flexible  time
1582,#ride11282024 RIDE!! Oakland-Berkeley 7:45 AM 20 dollars
1583,#drive11012025 San Jose ➜ Berkeley | 11:50 AM | $12 | 1 seat
1584,#ride01152024  RIDE!!  Berkeley-Sunnyvale  1:50  PM  $25
1585,#drive01262025 #drive02022025 Fremont to Berkeley | 5:10 PM | $25-30 | 1 seat pls
1586,#ride12092024 #ride12112024 San Francisco -> Davis | 10AM | $10-18 | 1 seat
1587,#drive02062024 Fremont ➜ San Jose  leaving 11:20 AM
1588,#ride10032025 Fremont ➜ Davis | 7AM |  | 1 seat !!
1589,#drive01202024  Davis  ➜  Oakland  |  10AM  |  $40  |  1  seat
1590,#drive06162024 San Jose to San Francisco 22 dollars leaving 12PM
1591,#ride08092025 RIDE!! from Oakland to Sunnyvale 2PM $35
1592,#ride07182025 from Sunnyvale to Sacramento | 5:30 PM |  | 1 seat !!
1593,#drive01232024 #drive01302024 DRIVE!! Sunnyvale to Sacramento 4PM $10-18
1594,#ride10222025 Need a ride Sac -> Palo Alto. Budget $20-25
1595,#ride10162024 Need a ride Palo Alto-Fremont. Budget
1596,#ride11172024 Sacramento ➜ San Jose $30-38 leaving 7AM
1597,#ride08272025 #ride08292025 Oakland-Fremont $40 leaving 10PM
1598,"#drive04082024 San Jose to Davis $35 leaving 11AM !!
flexible time"
1599,#drive07232025 Need a drive from San Francisco to San Jose. Budget 18 dollars 😊
1600,#ride08312024 Need a ride San Jose to Sunnyvale. Budget
1601,Need a drive San Jose to Sunnyvale. Budget $18-23
1602,#ride12132024 San Francisco -> Sacramento | 11:10 AM |  | 1 seat
1603,#drive12262025 Need a drive Oakland to Berkeley. Budget $22
1604,#drive02122025 from San Francisco to Fremont $18 leaving 4:20 PM pls
1605,Palo Alto -> Oakland $12 leaving 11:00 AM
1606,#drive02062025 SJ ➜ Fremont | 2:45 PM | $30 | 1 seat
1607,#ride05062024 Need a ride SJ -> San Francisco. Bduget
1608,#ride01102024 Sacramento to San Francisco | 7:30 AM | $15 | 1 seat
1609,#ride08082025 San Jose to Sunnyvale | 9:50 AM | $12 | 1 seat
1610,#ride10202025 Davis ➜ Fremont $35 leaving 12PM 😊
1611,#drive03032024 DRIVE!! Oakland-Davis 8:40 PM $30
1612,#rid1e1032025 RIDE!! Davis -> San Francisco 1PM $30-38
1613,#drive02182025 DRIVE!! San Francisco-San Jose 5PM $22
1614,"#drive05102024  from  San  Francisco  to  Fremont  $15  leaving  11:15  AM
comment  below"
1615,#ride10132025 San Jose to Sunnyvale | 8:15 AM | $20 | 1 seat
1616,#ride05152024 Davis -> San Jose | 9PM | $30 | 1 seat
1617,#ride12092025 Need a ride from Sunnyvale to Oakland. Budget $35
1618,#drive04132025 Need a drive Palo Alto-Sunnyvale. Budget 12 dollars
1619,#ride04082025 RIDE!! Berkeley ➜ San Francisco 10PM
1620,#ride03172024 Need a ride Sunnyvale to Oakland. Budget
1621,#ride05162024 #ride05232024 Davis-Fremotn  leaving 9:10 PM
1622,#ride10262025 Berkeley to Sunnyvale | 2PM | $20 | 1 seat
1623,#drive09082024 Davis -> Palo Alto  leaving 7PM
1624,#drive07222025 Need a drive Sacramento to Fremont. Budget !!
1625,#drive07082024 Palo Alto-Davis $18 leaving 10PM
1626,#drive11042024 Need a drive from Davis to San Jose. Budget 35 dollars
1627,#ride01072024 from Oakland to Palo Alto | 8AM | 20 dollars | 1 seat
1628,#drive12032025  DRIVE!!  San  Francisco-Fremont  4:40  PM  $40  😊
1629,#ride06302024 Need a ride from Berkeley to Sacramento. Budget $25 pls
1630,#ride03042024 Davis-SF $12 leaving 11AM
1631,#ride09052025  Palo  Alto  ➜  Sacramento    leaving  8PM
1632,#drive03212025  DRIVE!!  Fremont  ->  San  Jose  10:30  AM  $30
1633,#drive10212025  DRIVE!!  Berkeley-Palo  Alto  11AM  $20
1634,#ride03122025 RIDE!! Sunnyvale ➜ San Francisco 11:20 AM $12
1635,#drive12102024 from Sacramento to Fremont  leaving 11:45 AM
1636,#drive02252024 DRIVE!! Sac ➜ Berkeley 4PM
1637,#ride01242025 Sunnyvale to Sac $40 leaving 12:20 PM
1638,#drive02172025 DRIVE!! Sunnyvale-Berkeley 6AM $40
1639,#drive09172025 Need a drive Fremont -> San Francisco. Budget
1640,#ride09092024 from San Francisco to Sacramento | 2:10 PM | 22 dollars | 1 seat
1641,#ride10212025  Sunnyvale  ➜S  acramento  |  10:45  AM  |  $30-38  |  1  seat
1642,#ride06292024 RIDE!! Fremont-SF 8:15 AM $20-28
1643,#ride04162024 Palo Alto to Sacramento | 9AM | $35 | 1 seat
1644,#drive02122024 #drive02192024 San Jose-Sunnyvale  leaving 12:00 PM 🚗
1645,#ride03142025 Davis -> Oakland | 4:15 PM | $40 | 1 seat !!
1646,#ride01192024 SF-Sacramento  leaving 5PM
1647,#ride07262024 RIDE!! Oakland ➜ San Jose 8:45 AM $30
1648,#ride01142025 from Sunnyvale to Sacramento | 10:50 PM | $35 | 1 seat
1649,"#drive11132025 Sacramento to Fremont $10 leaving 1:00 PM
flexible time"
1650,#ride02082025 Need a ride from Fremont to Berkeley. Budget
1651,#ride03142024 Davis-San Jose | 9:10 AM | $30 | 1 seat
1652,#drive06082025 San Francisco to Davis 40 dollars leaving 5:15 PM thx
1653,#ride08062025 from Oakland to Fremont$ 20 leaving 7:50 PM
1654,#ride04192024  #ride04212024  Sacramento  ->  San  Francisco  $30  leaving  5PM
1655,#ride08082024 RIDE!! San Jose-Palo Alto 9AM 40 dollars
1656,#drive10052024 Berkeley to Oakland leaving 12PM 🚗
1657,#drive01112025 Davis to Fremont $20 leaving 2:45 PM
1658,#drive06142025  from  Davis  to  Oakland  |  2:45  PM  |  $20  |  1  seat
1659,#drive09052024 Need a drive Sacramento to Davis. Budge t$15 thx
1660,#ride07092024  Need  a  ride  Sunnyvale  to  San  Francisco.  Budget  $35-40
1661,#drive10062024 Berkeley to Oakland  leaving 6:50 PM 🚗
1662,"#drive05162024 Need a drive Oakland-Sunnyvale. Budget $10
anyone?"
1663,#ride10242025 RIDE! !from Fremont to San Francisco 9:45 AM $25
1664,RIDE!! Sunnyvale to Fremont 6:30 PM $20 pls
1665,Sacramento-San Jose | 6:40 PM |  | 1 seat pls
1666,#drive12192025 DRIVE!! Fremont ➜ Oakland 3PM $40 😊
1667,#drive07042024 Sacramento -> San Francisco | 3:40 MP | $15-23 | 1 seat
1668,"#ride06222024  Need  a  ride  San  Jose  ->  Berkeley.  Budget  $18
flexible  time"
1669,#ride04102024  #ride04112024  RIDE!!  Davis-Berkeley  6:00  AM  $35-40
1670,#drive04292025 Need a drive San Francisco-Sacramento. Budget 10 dollars
1671,"#drive08242025 Need a drive San Francisco-Sunnyvale. Budget
anoyne?"
1672,#drive04172025 Need a drive from Davis to Sunnyvale. Budget $35
1673,#drive12192024 Need a drive Oakland ➜ Berkeley. Budget
1674,Davis -> San Jose | 10AM | $15-23 | 1 seat
1675,#ride08282024 Davis -> San Francisco $10 leaving 4PM
1676,#drive05022024 #drive05032024 Need a drive San Francisco to Davis. Budget $20
1677,#ride08012024  RIDE!!  Sac-Fremnot  8:20  PM  $40
1678,#ride07052024 RIDE!! Fremont ➜ Palo Alto 1PM $22-32
1679,#ride02112024  Need  a  ride  from  Berkeley  to  Sacramento.  Budget  $30-40
1680,#drive04142024 Need a drive Sunnyvale to San Francisco. Budget $25
1681,#ride11222025 RIDE!! from Sunnyvale to Sacramento 10AM $30
1682,#drive09232024 Need a drive from Berkeley to Oakland. Budget $35 !!
1683,#drive10182025 Need a drive from Berkele yto Sacramento. Budget
1684,#drive02262025  DIRVE!!  Fremont-Sacramento  3:20  PM
1685,#ride04112025 Need a ride from Sacramento to Sunnyvale. Budget 30 dollars
1686,#drive10182025 Davis-Fremont | 3PM | $15 | 1 seat
1687,#drive03262024 Need a drive Berkeley -> San Francisco. Budget 22 dollars
1688,"#drive05052024 Need a drive San Francisco to Berkeley. Budget $40-48 😊
flexible time"
1689,#drive05112024 from San Jose to Fremont | 9PM | 22 dollars | 1 seat pls
1690,#ride01012024 Need a ride Fremont -> San Jose. Budget $18 🚗
1691,#drive10112024 #drive10182024 Oakalnd -> Davis | 6:30 AM | $12 | 1 seat
1692,#ride01242025 RIDE!! San Jose to Fremont 3:20 PM 20 dollars
1693,#drive03282024 Fremont-Oakland $40 leaving 6PM
1694,"#ride01022025 Need a ride Oakland-Palo Alto. Budget $18 thx
comment below"
1695,#drive10032024 Need a drive Fremont to Davis. Budget
1696,"#drive09092025 from San Jose to San Francisco  leaving 6AM 🚗
comment below"
1697,#ried01062025 Davis ➜ Fremont 22 dollars leaving 10AM
1698,#ride05312025 Fremont -> Palo Alto | 6PM | $18-26 | 1 seat !!
1699,#drive11242024  Sunnyvale  ➜  Sacramento  |  6PM  |  30  dollars  |  1  seat
1700,#drive08102025 Need a drive Berkeley to San Jose. Budget $18
1701,"#drive05102024 Need a drive from Berkeley to San Jose. Budget $30 thx
comment below"
1702,#drive08012024 Oakland to San Jose $35 leavign 7:15 AM
1703,#ride08152025 Need a ride San Francisco to Oakland. Budget $12 !!
1704,#ride09232024 from Fremont to Berkeley | 7:40 AM | $15 | 1 seat
1705,#ride06222024  Need  a  ride  from  San  Jose  to  Sacramento.  Budget
1706,#drive03082025 DRIVE!! from San Jose to Berkeley 12PM $20
1707,#ride07262025 Sacarmento-San Jose | 6PM | $15-20 | 1 seat
1708,#ride03102025 RIDE!! Berkeley to Sacramento 10AM $35
1709,#drive02072024 San Francisco-Palo Alto  leaving 9:45 AM
1710,#ride12302024 Need a ride from Berkeley to Sac. Budget $12
1711,#ride07062025 Palo Alto -> Oakalnd | 3PM | $30 | 1 seat
1712,#ride04302024 San Jose ➜ San Francisco $22 leaving 10:45 PM
1713,#ride04142024 Fremont-Sunnyvale $15 leaving 1PM
1714,#drive10122025  Oakland  to  Palo  Alto  |  2:10  PM  |    |  1  seat
1715,#ride09252024 Oakland ➜ Palo Alto | 5:40 PM | $35 | 1 seat
1716,#ride04142025 Palo Alto-Fremont $10 leaving 4PM 😊
1717,#ride07312025 San Francisco to Sacramento $18 leaving 3PM
1718,#drive08162025 San Francisco to Berkeley  |3:10 PM |  | 1 seat pls
1719,#ride06042024 Oakland to Davis | 6:00 AM | $20 | 1 seat
1720,#ride05092025 Need a ride Berkeley ➜ Sunnyvale. Budget $12
1721,#drive04152025  Need  a  drive  San  Francisco-Davis.  Budget  $25
1722,#drive07152025 DRIVE!! Sacramento-Davis 3:50 PM $18
1723,Fremont to Sacramento leaivng 6:30 AM
1724,#ride04162024 from Davis to Palo Alto  leaving 3:50 PM pls
1725,#ride09022024 from SF to Berkeley $20 leaving 2PM
1726,#irde08222025 #ride08242025 Need a ride from Sunnyvale to Palo Alto. Budget $20
1727,#drive11082024  Need  a  drive  San  Jose  ➜  Berkeley.  Budget  $35  🚗
1728,#ride04062025 RIDE!! Davis to San Francisco 10:30 AM
1729,#ride10132025 San Jose to Fremont leaving 8:00 AM flexible time
1730,"#drive11082025 San Jose to Sacramento  leaving 10:00 PM
anyone?"
1731,#drive05192024 San Jose-San Francisco | 8AM |  | 1 seat
1732,#drive04182024 Need a drive SF -> Oakland. Bduget $22
1733,#ride01052025  RIDE!!  San  Jose-Berkeley  9:20  AM  $12  pls
1734,#drive07202025 Need a drive San Jose-Oakland. Budget $25 thx
1735,#drive11212025 Need a drive Oakland ➜ Palo Alto. Budget $10
1736,#ride12202024 Need a ride from Davis to Fremont. Budget $40-48
1737,#drive07142024 DRIVE!! from Berkeley to Oakland 8AM $25 🚗
1738,"#drive09062024  Davis  ➜  Fremont  $22-27  leaving  10:10  AM
anyone?"
1739,#drive04272025 Need a drive Palo Alto ➜ Davis. Budget $35 pls
1740,"#drive10202024 from San Francisco to Fremont | 10AM |  | 1 seat
flexible time"
1741,#ride10312025 Need a ride San Francisco ➜ Sunnyvale. Budget $10-18
1742,#ride02132025 Sacramento -> Berkeley $15 leaving 4PM
1743,#drive04232025 from Sacramento to Berkeley $18 leaving 6:40 PM pls
1744,#ride05142024 Need a ride Davis -> Sunnyvale. Budget $40
1745,#drive07292025  Sacramento-Berkeley  |  10AM  |  $12  |  1  seat  😊
1746,#drive04292024 Need a drive Oakland -> San Francisco. Budget $10
1747,#ride12222025  Need  a  ride  San  Francisco  ➜  Davis.  Budget  $10  !!
1748,Sacramento -> Oakland | 6PM | $15 | 1 seat
1749,#drive09222025 DRIVE!! San Jose-Oakland 11:10 AM 15 dollars
1750,#drive02052024 DRIVE!! Palo Alto -> Davis 8:45 PM $10
1751,#ride11282024 Need a ride Davis ➜ Fremont. Budget $25 !!
1752,#ride09052024 Need a ride Berkeley-Sacramento. Budget $25
1753,#ride10082024 Need a ride Oakland ➜ Palo Alto. Budget $40
1754,#drive09252025  DRIVE!!  Sunnyvale  ->  Sacramento  2:50  PM  $22-30
1755,#ride06042024 Berkeley -> San Jose | 4:15 PM | $18 | 1 seat
1756,#ride11142025 Need a ride Davis-San Jose. Budget $25 🚗
1757,"#drive03052025 Sunnyvale ➜ San Jose 12 dollars leaving 11AM 🚗
flexible time"
1758,#drive09022025  DRIVE!!  Sacramento  to  San  Francisco  10AM  $15-25
1759,#ride03112024 RIDE!! Sunnyvale to San Jose 12:50 PM $22-32
1760,#drive08252025 #drive08262025 DRIVE!! Davis ➜ San Francisco 10:30 PM $30
1761,#ride02052024  #ride02122024 San Francisco -> SF | 7AM | $22 | 1 seat
1762,#ride10162025 Berkeley-San Francisco $12 leaving 10:15 AM
1763,#drive01082024 Need a drive from Sunnyvale to Palo Alto. Budget
1764,#ride01222025 RIDE!! San Francisco-San Jose 4PM $22
1765,"#ride02012024 Need a ride from Berkeley to Fremont. Budget $35
flexible time"
1766,#drive06112025 Sac ➜ SF  leaving 6PM
1767,#ride04232025  Fremont  to  Oakland    leaving  4:10  PM
1768,#ride11062024 RIDE!! Oakland ➜ San Francisco 7:40 PM $20
1769,#ride01012024 RIDE!! Fremont to San Francisco 1:10 PM $30
1770,#ride11152025 San Francisco-San Jose | 9AM | $20 | 1 seat
1771,#ride10232025  #ride10252025 Need a ride Davis-San Francisco. Budget $15
1772,#ride11282024 Sunnyvale to Oakland $18 leaving 1:15 PM
1773,#drive05172024 Need a drive from Fremont to Palo Alto. Budget $12-22
1774,#ride05052024  Need  a  ride  San  Jose-Oakland.  Budget  15  dollars
1775,#drive07212024 San Jose-San rFancisco | 5PM | $22 | 1 seat
1776,Sacramento to Fremont $25-33 leaving 9PM
1777,#ride04222025 Oakland ➜ Davis $35 leaving 2PM
1778,#drive09122025 Oakland to Davis | 4:30 PM | $22 | 1 seat
1779,#ride09092024 Need a ride Davis to Sunnyvale. Budget $10
1780,#drive06082024 Oakland -> San Jose | 6:10 PM | $20 | 1 seat !!
1781,#drive12312025 Oakland ➜ Sunnyvale | 5:00 PM | $22 | 1 seat
1782,#ride08082024 #ride08102024 from San Francisco to Palo Alto $18 leaving 11:45 AM
1783,#ride04032025  Sunnyvale  ->  Fremont  |  5PM  |    |  1  seat  !!
1784,#ride01112024 #ride01132024 Need a ride Oakland to Fremont. Budget $22
1785,#ride11132024 #ride11162024 RIDE!! San Jose-Palo Alto 7PM $18
1786,"#ride02112025 San Francisco ➜ Berkeley 20 dollars leaving 10:40 AM
comment below"
1787,#drive01272024 #drive02032024 from Palo Alto to SJ | 4PM | $12 | 1 seat 😊
1788,#ride11212025 San Jose to Sunnyvale $40 leaving 8PM
1789,#ride04072024 Sunnyvale to San Jose leaving 7AM anyone?
1790,"#drive07112025 DRIVE!! San Francisco -> Sacramento 1PM $10
comment below"
1791,#drive01242025 DRIVE!! from San Francisco to Davis 8:00 AM $20
